"nik","nama","tempatlahir","tanggallahir","jekel","alamat","agama","status"
"5432212512145500","Titin Aryani","Mataram","1975-01-25","1","Gg. Mahakam No. 940, Pagar Alam 26148, JaTim","2","1"
"7406994101091426","Indra Zulkarnain","Ternate","1981-09-29","1","Kpg. S. Parman No. 594, Magelang 92701, Bengkulu","2","1"
"9570992804130881","Uda Halim Mustofa","Balikpapan","2004-03-11","0","Jln. Camar No. 147, Banjar 42756, KalBar","5","1"
"1196960306079572","Kamila Diana Suartini","Batam","1978-07-26","1","Ds. Fajar No. 792, Bandar Lampung 68107, SulTeng","0","1"
"3642250106060022","Michelle Yuni Hariyah","Jambi","2013-11-11","0","Jr. Monginsidi No. 868, Pangkal Pinang 30474, Maluku","4","0"
"5775630104001983","Irsad Galiono Iswahyudi","Binjai","1971-01-02","0","Ds. Supomo No. 285, Padang 75555, SulUt","5","1"
"5800310604179416","Cecep Manullang","Singkawang","2005-05-03","0","Gg. Lada No. 120, Pagar Alam 11232, DKI","1","1"
"8224615908107894","Kenzie Kusumo","Padangpanjang","1994-11-30","1","Ki. Acordion No. 763, Parepare 25789, JaTim","0","0"
"6859867112890464","Violet Mutia Namaga S.Kom","Parepare","2009-01-21","1","Dk. Casablanca No. 924, Banjarbaru 62783, BaBel","0","0"
"4346762110171110","Ihsan Sitorus","Administrasi Jakarta Barat","2012-06-22","0","Dk. Sadang Serang No. 705, Sorong 64094, Maluku","1","1"
"5784371403198032","Baktiono Winarno","Bekasi","1981-05-22","1","Jln. Barasak No. 385, Administrasi Jakarta Pusat 78905, NTB","0","0"
"4922125512182298","Legawa Hutapea","Parepare","2016-03-28","0","Jln. Siliwangi No. 6, Parepare 85851, Maluku","5","1"
"3676890910975605","Belinda Permata","Sungai Penuh","2003-12-13","0","Kpg. Ikan No. 87, Salatiga 27840, KalTeng","5","1"
"1844467012171187","Silvia Astuti","Tanjung Pinang","2011-12-11","1","Jr. Bak Mandi No. 657, Banjar 62383, Maluku","3","0"
"8156862004150263","Tami Hasanah","Jambi","2003-07-02","1","Jr. Uluwatu No. 286, Salatiga 87851, SulBar","3","1"
"6832154108961026","Cakrajiya Pradana S.Gz","Salatiga","1999-02-04","1","Dk. Pasir Koja No. 332, Parepare 89812, Banten","3","1"
"6661292907926330","Melinda Riyanti","Denpasar","1979-11-13","0","Ki. Asia Afrika No. 535, Sorong 18533, Papua","5","1"
"6470450806938111","Latika Pudjiastuti","Bekasi","2014-02-06","1","Kpg. Urip Sumoharjo No. 2, Bandung 38131, DKI","0","0"
"1627180104908712","Lukman Karman Wahyudin S.Farm","Bandung","1985-04-24","1","Kpg. Urip Sumoharjo No. 351, Metro 80475, MalUt","1","0"
"5558394402907663","Tania Nabila Nuraini","Mataram","1970-10-28","0","Ki. Radio No. 680, Batu 48758, Maluku","2","0"
"0935890404997550","Lutfan Ramadan","Banjarmasin","1984-12-14","1","Dk. Reksoninten No. 298, Kendari 49968, Papua","4","1"
"0038202202986380","Hendra Budiyanto","Tanjungbalai","2003-12-13","0","Dk. Jaksa No. 647, Binjai 34525, Bengkulu","0","0"
"0869312503029679","Aurora Julia Permata","Sorong","2011-05-26","0","Gg. Katamso No. 845, Tangerang Selatan 51393, DKI","5","1"
"5173161508011084","Legawa Ramadan","Banda Aceh","1979-06-09","0","Psr. Sunaryo No. 594, Ternate 48389, KalTim","1","1"
"5883821211905428","Maria Nasyidah","Kotamobagu","2007-06-08","1","Dk. Bahagia  No. 469, Makassar 24939, KalTeng","0","1"
"3584530911983037","Yono Emil Irawan","Sungai Penuh","2006-01-07","0","Jln. Gardujati No. 624, Magelang 52724, Gorontalo","3","1"
"4861990708164953","Julia Aryani","Batu","1974-02-28","1","Jln. Sudiarto No. 911, Jambi 27137, MalUt","4","1"
"2599460210135007","Ella Elma Suartini","Singkawang","1970-07-20","1","Kpg. R.E. Martadinata No. 618, Denpasar 16425, NTT","4","1"
"4575046004943565","Balidin Uwais","Metro","1994-05-28","0","Ds. Basuki No. 808, Bitung 22664, NTT","1","1"
"4105632506127441","Ikhsan Saptono S.T.","Blitar","1984-08-24","1","Jln. K.H. Maskur No. 824, Lhokseumawe 92484, KepR","3","1"
"1345404106070266","Lutfan Manullang","Tidore Kepulauan","2011-10-06","0","Ds. Ronggowarsito No. 600, Denpasar 58794, Gorontalo","3","1"
"8430592606185881","Muni Cawisono Gunarto M.Pd","Tarakan","2003-04-06","0","Ki. Cikutra Timur No. 982, Tual 23110, Bengkulu","2","1"
"9263645204010752","Nilam Mardhiyah","Palangka Raya","1993-04-21","1","Dk. Moch. Ramdan No. 617, Tangerang 71570, Gorontalo","4","1"
"5580500411048692","Betania Riyanti M.Kom.","Singkawang","2002-02-11","1","Jr. Dipatiukur No. 230, Singkawang 79003, DKI","1","1"
"0769562708995333","Empluk Nababan M.Pd","Tangerang","2014-04-28","1","Ds. Sutarto No. 620, Ambon 39769, Maluku","0","0"
"7694991702116262","Agnes Palastri S.Kom","Pekanbaru","1998-06-23","0","Psr. Baranang Siang No. 535, Bitung 52179, Riau","5","0"
"3326804511914770","Humaira Nova Riyanti","Sibolga","2003-03-26","0","Jr. Fajar No. 536, Depok 14778, Gorontalo","3","1"
"0120136209107283","Adiarja Sihotang","Pagar Alam","1971-01-04","0","Ds. Sam Ratulangi No. 237, Administrasi Jakarta Selatan 13479, SumUt","0","0"
"2888915301013420","Febi Paulin Farida S.Ked","Jambi","2016-01-01","1","Ds. Gardujati No. 694, Sorong 25245, NTT","0","1"
"6877430501059368","Gasti Halima Nurdiyanti S.Gz","Tanjungbalai","2010-07-17","0","Jln. Jambu No. 769, Padangpanjang 29062, SulBar","5","0"
"1207142810067007","Winda Icha Wijayanti","Tomohon","2013-09-15","0","Psr. Bak Air No. 111, Yogyakarta 21251, KalBar","5","1"
"1288672102012147","Gilda Kusmawati S.Pt","Sibolga","1971-01-13","0","Psr. Ketandan No. 627, Mataram 54311, SumBar","0","1"
"1574730201916127","Saka Sinaga","Langsa","1982-06-24","1","Ki. Baranangsiang No. 723, Tual 84130, DIY","3","0"
"3734552510980997","Banawi Budiman","Tangerang Selatan","2018-11-01","0","Kpg. Raya Ujungberung No. 584, Langsa 45509, BaBel","3","1"
"9601216712949043","Victoria Wijayanti","Denpasar","1985-09-29","0","Jr. Bappenas No. 689, Pariaman 81106, BaBel","4","0"
"9673980808092840","Emin Cakrabuana Pangestu S.Sos","Pagar Alam","2011-04-23","1","Dk. Laswi No. 225, Tanjung Pinang 69616, KalBar","5","1"
"9162135712098908","Gina Pudjiastuti","Bogor","1971-10-30","1","Dk. Bappenas No. 39, Sorong 73578, KalUt","4","1"
"3434785909026833","Gawati Riyanti","Palembang","1987-12-29","1","Ki. Bakti No. 5, Medan 44805, KalBar","5","1"
"6965752403945498","Bakijan Damanik","Kupang","1982-02-01","1","Kpg. Salatiga No. 941, Pangkal Pinang 88404, KalTeng","2","1"
"5128546506081803","Lurhur Murti Simanjuntak","Padang","1986-10-31","0","Gg. Bhayangkara No. 615, Banjarmasin 72932, Jambi","2","0"
"6714894511024526","Rini Keisha Yuniar","Cirebon","2017-03-24","0","Jr. Ujung No. 765, Tanjungbalai 51142, JaTim","2","1"
"8203384304936844","Kania Utami M.Farm","Gorontalo","1998-07-11","1","Jln. Moch. Toha No. 179, Administrasi Jakarta Utara 95622, JaBar","3","1"
"7467925911925285","Umar Sihotang S.Pt","Batu","1981-06-20","1","Ds. Lumban Tobing No. 864, Gorontalo 60087, SumBar","4","0"
"5063571703035005","Putri Zelaya Agustina","Binjai","1994-05-23","0","Jln. Bahagia No. 701, Pontianak 52027, Gorontalo","2","1"
"3894274808895941","Yuni Endah Andriani S.Pd","Samarinda","2002-01-20","1","Gg. Basuki Rahmat  No. 678, Salatiga 63901, NTT","2","0"
"7980524208920632","Ratih Tami Anggraini S.T.","Bau-Bau","2000-11-08","1","Psr. Dr. Junjunan No. 516, Binjai 88945, BaBel","4","0"
"7983361507115170","Galiono Adhiarja Prabowo","Pekanbaru","1976-02-08","1","Dk. Ikan No. 680, Palu 18710, SumUt","5","1"
"1273940510895314","Queen Zulaika","Bekasi","1979-05-17","1","Dk. Rajiman No. 128, Pariaman 86719, KepR","4","0"
"2543055008906887","Paramita Maryati","Surakarta","1979-12-05","1","Ds. Imam Bonjol No. 46, Salatiga 41196, Aceh","1","1"
"6302356602108275","Makara Hutapea S.I.Kom","Madiun","1999-01-05","0","Ds. Teuku Umar No. 856, Palembang 97020, SulTra","3","1"
"6816810107006387","Ade Wulan Hastuti","Mojokerto","1983-01-10","0","Gg. Untung Suropati No. 602, Gorontalo 86205, JaBar","1","0"
"3807883105961201","Teddy Danu Prasasta","Kendari","1984-10-15","1","Psr. Abdul Rahmat No. 641, Kediri 64286, JaTim","0","1"
"3937030505925569","Kairav Samosir","Ternate","1978-12-24","0","Jr. Rumah Sakit No. 170, Balikpapan 61080, SulBar","2","0"
"9990420410011162","Victoria Haryanti","Tidore Kepulauan","1976-04-11","0","Dk. Pasir Koja No. 974, Tarakan 76581, SulTra","0","0"
"1845302910100486","Yuliana Puspasari S.I.Kom","Bogor","1973-09-07","0","Psr. Raden No. 460, Sukabumi 76552, BaBel","4","1"
"4094845704061591","Kamila Dewi Rahayu S.Psi","Palu","1996-04-10","1","Ki. Sudiarto No. 508, Gunungsitoli 39278, SulBar","3","1"
"6896401811112777","Marsudi Cahyono Firmansyah S.Ked","Gunungsitoli","2010-08-16","0","Jln. M.T. Haryono No. 576, Banjar 24750, Gorontalo","0","1"
"5123406305067128","Joko Hutagalung","Gunungsitoli","1995-07-10","0","Jr. Teuku Umar No. 982, Pekalongan 75210, Maluku","1","0"
"1365624303179363","Oliva Eli Rahayu M.TI.","Pariaman","2007-06-23","0","Psr. Achmad Yani No. 361, Semarang 22062, JaTeng","0","1"
"2095746911047803","Artanto Prayoga","Tanjung Pinang","1990-08-27","1","Gg. Abdul. Muis No. 310, Dumai 61681, SulBar","1","1"
"3776214104110282","Gadang Irawan M.M.","Bima","1999-05-11","1","Jln. Supono No. 364, Probolinggo 11103, MalUt","4","1"
"2825024505140057","Gilda Zulaika S.Ked","Sawahlunto","2009-05-05","0","Ki. Bazuka Raya No. 810, Administrasi Jakarta Selatan 45324, KepR","3","1"
"3354685607171593","Lala Wastuti","Sabang","1983-10-22","0","Dk. B.Agam Dlm No. 597, Manado 56727, SulTeng","4","0"
"9880232105974088","Ayu Zulaika","Bogor","1970-02-04","1","Ds. Rajawali No. 276, Batu 73970, SumSel","1","0"
"3969571008162748","Shakila Cornelia Astuti","Administrasi Jakarta Barat","2019-02-19","1","Gg. W.R. Supratman No. 494, Gunungsitoli 79808, KalBar","4","1"
"9434786411031774","Gamblang Manullang","Banjarmasin","1994-07-22","1","Gg. Imam No. 866, Cilegon 29790, DKI","2","0"
"8934632405972819","Marsudi Kusumo S.Pt","Jambi","1999-05-26","0","Kpg. Sugiono No. 149, Solok 69152, SumUt","2","1"
"6364776802960986","Cinthia Nuraini S.E.","Batu","1990-07-11","1","Ds. Baik No. 965, Sabang 85921, JaTim","0","1"
"8480285005169600","Nadine Kamila Padmasari","Administrasi Jakarta Timur","2002-03-03","1","Jln. Ikan No. 450, Padang 37506, SumUt","3","1"
"3481891504076229","Elma Novitasari","Banda Aceh","1994-03-20","1","Psr. Halim No. 204, Samarinda 96992, Gorontalo","4","1"
"9742641504100839","Faizah Lestari","Sabang","1976-11-01","0","Kpg. Pahlawan No. 85, Sabang 69902, SulTeng","5","1"
"8912860304012297","Maryanto Nugroho","Gunungsitoli","2002-01-12","1","Jr. Gading No. 975, Medan 54725, JaBar","3","1"
"8595416307042089","Lurhur Prakasa","Manado","2013-08-12","1","Dk. K.H. Wahid Hasyim (Kopo) No. 789, Sungai Penuh 44468, Riau","1","0"
"9801825005975674","Gandi Opung Saefullah","Banda Aceh","1975-02-21","1","Jln. Fajar No. 283, Tanjungbalai 60752, BaBel","2","0"
"5072401906067209","Zelaya Calista Uyainah","Blitar","1995-09-28","1","Kpg. Bara No. 270, Tual 13128, JaTim","0","1"
"7688786512067337","Hilda Uyainah","Padang","2008-08-14","1","Kpg. Bawal No. 795, Administrasi Jakarta Pusat 42038, JaBar","4","0"
"3017895104024145","Sakura Farida","Cimahi","1997-11-02","0","Psr. Wahidin Sudirohusodo No. 144, Pekanbaru 62932, KepR","1","1"
"4952202110024040","Aswani Pranowo","Bengkulu","1970-03-01","1","Jr. Basmol Raya No. 16, Solok 86868, Gorontalo","4","0"
"5442001812092669","Kala Rajata S.E.","Tanjungbalai","1979-01-08","0","Gg. Bara No. 901, Madiun 23787, PapBar","1","1"
"1837401406045931","Restu Safitri","Ambon","2006-07-15","1","Ki. Bakau No. 316, Pasuruan 45202, BaBel","1","0"
"3280965812069635","Harsanto Estiawan Habibi","Administrasi Jakarta Utara","2012-08-14","1","Ds. Rumah Sakit No. 947, Blitar 43545, Jambi","2","1"
"9376304309969668","Wadi Mandala S.Gz","Tangerang Selatan","2013-08-01","0","Ds. Veteran No. 705, Palopo 70556, SumUt","1","1"
"8647896803090046","Cinthia Safitri","Yogyakarta","1987-09-20","0","Kpg. Bambu No. 528, Sorong 99478, SumUt","5","0"
"9143111303951304","Putu Jailani","Jayapura","1988-07-18","0","Gg. Lada No. 232, Samarinda 56813, SulUt","4","1"
"6143936901160146","Kamila Kuswandari","Tidore Kepulauan","2004-11-24","0","Jr. Ahmad Dahlan No. 68, Pariaman 94397, SulSel","0","0"
"1197102709986021","Raden Upik Tarihoran","Singkawang","2014-07-07","1","Ki. Yosodipuro No. 849, Banjarmasin 61488, Riau","4","0"
"7113341804091788","Fitriani Fujiati","Gunungsitoli","1983-11-10","1","Ds. Labu No. 617, Sorong 42821, Bali","4","1"
"9001766407145096","Bambang Adriansyah","Madiun","2002-04-22","1","Ds. Peta No. 426, Cimahi 36866, Papua","2","1"
"4591710801922216","Vivi Ophelia Usamah","Sorong","1976-02-23","1","Jr. Imam Bonjol No. 337, Kupang 86882, KalTim","1","0"
"3790781311928611","Rizki Saptono","Lhokseumawe","2001-04-19","1","Gg. Muwardi No. 677, Binjai 51638, JaBar","4","0"
"8004431905892312","Maya Kuswandari","Pasuruan","2018-09-09","1","Jr. Bahagia  No. 575, Pangkal Pinang 35893, SumUt","0","1"
"9452265109911643","Amelia Farah Nasyidah M.Pd","Tanjungbalai","2003-05-25","1","Dk. Ronggowarsito No. 897, Singkawang 95908, DIY","0","1"
"0008280103924324","Mala Jelita Kusmawati M.Farm","Makassar","2004-08-04","1","Ki. Kyai Mojo No. 713, Palu 47203, Bali","4","1"
"3329404601169591","Caturangga Pangestu","Kendari","1981-12-24","1","Gg. Sadang Serang No. 820, Banjarmasin 71949, KalTeng","5","0"
"5992130103022260","Melinda Palastri S.IP","Bengkulu","1989-03-27","0","Gg. Moch. Yamin No. 605, Tegal 50947, SumBar","5","0"
"2900654804049108","Wawan Damanik","Singkawang","1981-02-26","0","Jln. Basket No. 378, Metro 71925, PapBar","2","0"
"5913072907025920","Ella Purnawati","Kendari","1990-01-12","0","Ki. Raden No. 942, Pasuruan 15748, Papua","5","1"
"4098616008151792","Prakosa Megantara","Administrasi Jakarta Barat","2004-10-11","1","Psr. Setiabudhi No. 895, Samarinda 74521, SulSel","3","1"
"2431324210025992","Nadia Uyainah","Madiun","1970-08-04","1","Ki. Banda No. 262, Padangsidempuan 21695, SulUt","4","1"
"1418586602949758","Hartana Rajata","Pariaman","1973-02-14","1","Gg. Sutarto No. 790, Pematangsiantar 94375, Gorontalo","3","0"
"2036595901152286","Argono Prasetya S.E.I","Sungai Penuh","1972-01-15","0","Jr. Bakhita No. 491, Pematangsiantar 68718, Gorontalo","1","0"
"6421041404024331","Siska Handayani","Serang","1978-12-19","0","Psr. Otista No. 569, Tomohon 52813, SulTra","0","0"
"8983845703163836","Ina Laksmiwati S.Sos","Padang","1994-10-31","0","Ki. K.H. Wahid Hasyim (Kopo) No. 593, Tasikmalaya 54733, KalSel","3","0"
"4121261112959120","Nilam Fujiati","Gorontalo","1995-05-20","0","Gg. Yohanes No. 570, Pagar Alam 76632, SulTeng","3","0"
"5951446905158989","Tugiman Maheswara","Malang","1980-12-08","0","Psr. Baranangsiang No. 381, Manado 92979, SumUt","5","1"
"0943636307968702","Lukita Uwais","Palopo","2017-09-03","0","Ds. Gardujati No. 86, Batu 27769, SulBar","0","1"
"3973546610088934","Wardaya Megantara S.Kom","Samarinda","1973-07-22","0","Jln. Ters. Kiaracondong No. 388, Tual 21208, BaBel","1","0"
"5494464105949923","Victoria Palastri","Banjarbaru","2002-05-24","1","Jln. Basmol Raya No. 715, Depok 70935, MalUt","4","1"
"8426481609087126","Uda Najmudin","Palembang","1996-12-21","1","Kpg. Basuki No. 507, Pontianak 18555, Gorontalo","4","0"
"0435745411099337","Daliono Sihombing S.Pd","Kediri","1998-02-28","1","Dk. Adisucipto No. 116, Palu 56589, SulTeng","5","0"
"6014376309987005","Karimah Sudiati","Blitar","1998-06-12","0","Kpg. Wahid Hasyim No. 119, Singkawang 23861, NTT","5","1"
"0829204403955601","Bakiadi Galang Wibisono S.T.","Prabumulih","1988-02-11","0","Gg. Taman No. 75, Jambi 52508, Lampung","2","1"
"7200941802949393","Gaduh Mustofa Kuswoyo","Kotamobagu","1977-06-28","0","Ds. Basudewo No. 263, Magelang 84570, NTT","4","0"
"5114492202046094","Tira Permata S.Farm","Mojokerto","1984-08-16","1","Psr. Pelajar Pejuang 45 No. 611, Sabang 61541, Banten","2","1"
"4813104506008117","Gamanto Sitorus","Singkawang","1987-10-06","0","Ds. Tambak No. 724, Mojokerto 64021, KalUt","4","0"
"2494952212160145","Rina Nuraini","Bandar Lampung","1986-01-16","1","Kpg. Halim No. 537, Tidore Kepulauan 94476, BaBel","0","0"
"0231972211144403","Edi Wahyu Mangunsong M.TI.","Lubuklinggau","2002-09-21","1","Ds. Baja No. 99, Batam 64058, SulBar","1","0"
"4146501011111584","Juli Usamah","Payakumbuh","2003-06-19","1","Ki. Kiaracondong No. 536, Pekalongan 78298, Lampung","1","1"
"2391497011018989","Balamantri Januar","Batu","2002-04-09","1","Ki. Bayam No. 189, Bontang 84392, DKI","3","1"
"9041245907952808","Bancar Nababan M.Pd","Langsa","2006-09-25","1","Kpg. Ujung No. 533, Metro 96277, Banten","1","1"
"3831721511947366","Kenes Dartono Pranowo M.Pd","Tual","2006-08-05","1","Jln. Wahid Hasyim No. 4, Medan 94713, KalBar","0","0"
"8055382007987839","Paramita Laksmiwati","Palembang","1983-03-14","1","Ki. Abdul Rahmat No. 544, Denpasar 14548, SumBar","4","0"
"3033111711016920","Jindra Cemeti Saragih","Sorong","1982-06-12","0","Ds. Abang No. 705, Administrasi Jakarta Timur 19660, Maluku","3","0"
"7333402512177589","Cahyanto Kuswoyo","Cirebon","2011-07-12","0","Kpg. Imam Bonjol No. 451, Balikpapan 22315, Papua","2","1"
"4508116310097255","Harimurti Sihombing","Administrasi Jakarta Utara","1983-11-11","1","Dk. Reksoninten No. 590, Cirebon 74181, BaBel","1","1"
"7680611108950817","Luis Rama Tampubolon","Bukittinggi","1996-03-06","0","Gg. Ciwastra No. 171, Surakarta 74439, JaBar","4","1"
"6135222404094248","Uli Wahyuni","Blitar","2007-08-04","0","Gg. Cut Nyak Dien No. 587, Kotamobagu 59872, SumSel","1","1"
"6528922609000262","Uda Salman Habibi","Gorontalo","2005-04-28","0","Ki. Yohanes No. 69, Padangsidempuan 12678, SulBar","4","1"
"9558192608065181","Silvia Mayasari S.IP","Tanjungbalai","2015-11-07","0","Jr. Cokroaminoto No. 522, Denpasar 83370, SumBar","3","1"
"5366106802116724","Aisyah Maryati","Pariaman","1971-12-10","1","Ki. Sam Ratulangi No. 300, Semarang 88545, Bali","3","1"
"0609700810096572","Among Saragih","Cilegon","2011-04-15","0","Jln. Barat No. 150, Pasuruan 61519, KalUt","5","1"
"1299030310923472","Oman Uwais S.E.I","Bukittinggi","2002-06-12","0","Psr. Wahidin No. 109, Palopo 35279, SumUt","3","1"
"9697486212165912","Hamzah Nashiruddin","Bekasi","2001-04-10","1","Kpg. Halim No. 208, Bekasi 11465, NTB","2","0"
"2961182105102981","Jagapati Rajasa M.M.","Gunungsitoli","1999-05-05","0","Ds. Thamrin No. 809, Tomohon 22429, Banten","1","1"
"8146445204131458","Juli Lestari","Parepare","1999-04-02","1","Jr. Sudiarto No. 713, Pangkal Pinang 81273, SumBar","1","1"
"3420154507048627","Anastasia Palastri S.Sos","Palangka Raya","1997-11-08","1","Ds. Jend. A. Yani No. 176, Bogor 27386, BaBel","5","1"
"8950252407965755","Laila Puji Astuti S.H.","Administrasi Jakarta Utara","1997-11-15","1","Psr. Rumah Sakit No. 917, Gorontalo 50536, KalTeng","1","0"
"7549882009150811","Ibrani Tarihoran","Tasikmalaya","2003-01-14","1","Psr. Siliwangi No. 416, Madiun 39551, BaBel","1","1"
"8347810712896010","Ilyas Halim S.Sos","Administrasi Jakarta Timur","1991-06-22","0","Dk. Untung Suropati No. 115, Bandar Lampung 67100, SulSel","5","1"
"9789910612033741","Keisha Hasanah S.Pt","Manado","1992-10-09","0","Ds. Pacuan Kuda No. 178, Padang 63281, JaTeng","1","0"
"0696141107106030","Jumari Simanjuntak S.Kom","Binjai","1995-03-06","1","Ds. Ikan No. 183, Bogor 53685, SulUt","1","1"
"5596531906051962","Wardaya Maheswara","Sungai Penuh","1971-08-25","1","Ki. Peta No. 253, Pekanbaru 53748, JaTeng","1","0"
"9883201809027911","Pranawa Prayoga","Tanjungbalai","1972-01-01","1","Dk. Gajah No. 172, Kupang 97960, KalTim","4","0"
"9749721003116790","Michelle Kuswandari","Administrasi Jakarta Selatan","1989-04-21","1","Ds. Pasir Koja No. 262, Palangka Raya 18793, SulUt","3","1"
"9980340103902387","Humaira Jasmin Yulianti","Tarakan","2004-01-16","0","Gg. Baranang Siang No. 45, Pangkal Pinang 47859, KalTeng","0","0"
"0639716001998049","Umi Wastuti","Salatiga","1985-12-31","0","Jr. Badak No. 232, Depok 52709, Lampung","1","0"
"0465207107935054","Paiman Sitorus","Bontang","2008-09-17","1","Ki. Pasteur No. 75, Administrasi Jakarta Barat 96777, Papua","4","0"
"3561390504020237","Cakrawala Manah Habibi","Jayapura","1985-04-16","0","Jln. Dipatiukur No. 308, Ambon 94231, DKI","5","1"
"3905535510108041","Hartaka Gunawan M.TI.","Surakarta","1970-05-14","0","Gg. Sumpah Pemuda No. 33, Surakarta 72029, JaTim","3","0"
"0965204905978369","Cinthia Hani Laksmiwati S.Gz","Payakumbuh","1994-12-19","0","Ki. Ciwastra No. 704, Dumai 44974, NTB","1","0"
"9073822206931208","Yessi Puspita","Jayapura","1999-05-07","0","Kpg. Agus Salim No. 541, Cirebon 44499, KalBar","3","0"
"7458592204892676","Salwa Agustina","Palu","2010-09-24","0","Gg. R.M. Said No. 305, Banjar 84852, JaBar","0","1"
"3147562510921865","Himawan Siregar","Bontang","1996-06-11","0","Psr. Dago No. 134, Salatiga 15890, NTB","1","1"
"7022116701907876","Oliva Wulandari","Sorong","2011-03-03","0","Jr. M.T. Haryono No. 924, Cilegon 42173, SulTeng","1","0"
"2933065608953613","Rina Rahmawati","Lhokseumawe","1990-02-21","0","Jr. Abdul No. 439, Semarang 87382, SulTeng","5","0"
"7171642003954192","Zamira Hastuti S.Pd","Gorontalo","2000-06-17","0","Psr. Bambu No. 833, Bandung 89613, SumSel","2","1"
"8485762102007643","Najwa Yolanda","Parepare","1991-04-09","1","Dk. Umalas No. 641, Mojokerto 91680, Bengkulu","4","0"
"0689274304033585","Adikara Natsir","Magelang","1980-05-10","1","Psr. Taman No. 185, Bau-Bau 12616, KepR","2","1"
"5031602501142478","Gasti Novitasari","Bogor","1991-09-29","0","Jln. Untung Suropati No. 508, Sorong 50113, Lampung","3","0"
"0147295005187613","Farah Salwa Palastri","Banjarbaru","2009-04-29","0","Psr. Babakan No. 268, Pariaman 46312, KalTeng","2","1"
"8407870907187335","Patricia Kuswandari","Serang","1997-05-08","0","Jr. Casablanca No. 351, Ternate 62115, Jambi","1","0"
"8177952204963810","Wardaya Bagus Thamrin","Semarang","2009-11-08","1","Ds. S. Parman No. 622, Padangpanjang 82272, NTT","0","1"
"0327342105116470","Septi Mardhiyah","Ternate","2005-03-25","0","Jr. Sutarto No. 144, Kupang 33419, Gorontalo","4","0"
"5878425512896414","Hana Rahayu S.Gz","Probolinggo","2001-05-13","0","Dk. Sugiyopranoto No. 58, Yogyakarta 79389, SumUt","4","0"
"4513576403067435","Rini Kuswandari S.Pt","Parepare","2013-02-23","1","Jr. Basoka No. 361, Bontang 14493, JaBar","5","0"
"5599152811921026","Endah Syahrini Kuswandari S.E.","Padangsidempuan","2008-07-31","1","Jr. Acordion No. 505, Tegal 74991, KepR","4","0"
"8904652804937338","Dalimin Soleh Marbun","Bitung","2008-07-26","0","Ds. Villa No. 96, Langsa 56438, Aceh","3","0"
"3800442208940710","Farhunnisa Lestari","Dumai","2002-10-29","1","Ki. Agus Salim No. 191, Sawahlunto 69075, MalUt","4","1"
"2895990611893515","Raharja Pradipta","Tanjung Pinang","1978-08-16","0","Jr. Otto No. 264, Tarakan 95903, KalTeng","5","0"
"3953647011150600","Umi Zulfa Rahayu","Dumai","2000-10-27","0","Ki. Rajawali Barat No. 464, Sukabumi 94782, BaBel","2","0"
"1401650910890365","Edison Uwais M.Farm","Kendari","2002-10-26","0","Dk. Baik No. 243, Tasikmalaya 89997, Maluku","0","0"
"4111676903977633","Cawisadi Setiawan M.Pd","Batam","1976-11-12","1","Jr. Sutami No. 907, Makassar 83592, Riau","5","1"
"5040445806083760","Harsaya Wijaya","Malang","1979-06-07","0","Psr. Bagas Pati No. 855, Bukittinggi 92539, SulSel","1","0"
"5718002601996325","Elvina Vanesa Mardhiyah","Cimahi","2004-06-28","0","Ds. Bahagia No. 827, Padangsidempuan 15029, JaBar","2","0"
"8488555902119791","Najwa Zelda Nurdiyanti M.Kom.","Tomohon","1970-04-04","1","Jln. Laswi No. 22, Tasikmalaya 76910, Lampung","5","1"
"4877430404121670","Zizi Rahimah","Dumai","1972-02-14","1","Psr. Gading No. 967, Semarang 30307, Banten","5","1"
"6270152707921276","Emas Mandala","Bengkulu","1978-02-04","1","Dk. BKR No. 827, Pekalongan 68049, KalUt","3","0"
"8028706108013410","Elvina Ika Rahimah","Tangerang Selatan","2005-04-01","1","Jln. Moch. Yamin No. 728, Sukabumi 84855, Lampung","0","0"
"0893801607993157","Rahmi Zulaika","Pematangsiantar","1975-03-18","1","Kpg. Yos Sudarso No. 226, Palembang 33611, SulTeng","3","1"
"8920014507077701","Anastasia Puspasari","Kupang","2015-05-04","0","Dk. Cikutra Timur No. 373, Langsa 48333, KalTim","2","1"
"5850446602081265","Yuni Kayla Nasyidah","Sungai Penuh","2004-04-18","0","Ds. Bah Jaya No. 877, Medan 97976, Papua","2","1"
"2813626311132453","Faizah Purwanti","Bengkulu","1977-07-05","1","Psr. Cut Nyak Dien No. 179, Payakumbuh 93405, KalSel","0","1"
"2062250906024241","Kemal Kurniawan S.Pt","Depok","1975-08-09","0","Dk. Raden Saleh No. 526, Makassar 82098, Jambi","2","0"
"0670881709148755","Cawisono Rajata","Tangerang Selatan","2001-09-01","0","Ki. Bhayangkara No. 163, Palopo 69879, KalSel","4","1"
"8571971505119785","Ajeng Mulyani S.E.","Padangpanjang","1972-12-23","0","Gg. Dewi Sartika No. 130, Denpasar 22893, Banten","5","0"
"6060722802001123","Saka Marsudi Tarihoran","Blitar","1991-01-10","1","Jln. Ki Hajar Dewantara No. 461, Manado 13891, JaTeng","5","0"
"6012472101031457","Kezia Chelsea Puspasari","Cirebon","1976-03-27","1","Gg. Gremet No. 50, Pagar Alam 29897, BaBel","1","1"
